event_id,match_id,tournament_id,event_type,minute_regulation,minute_stoppage,match_period,team_id,player_id,family_name,given_name
4404,M-2006-56,WC-2006,yellow_card,90.0,1.0,"second half, stoppage time",T-30,P-56430,Zidane,Zinedine
4405,M-2006-57,WC-2006,yellow_card,3.0,0.0,first half,T-31,P-36287,Podolski,Lukas
4406,M-2006-57,WC-2006,yellow_card,46.0,0.0,second half,T-03,P-60914,Sorín,Juan Pablo
4407,M-2006-57,WC-2006,yellow_card,60.0,0.0,second half,T-03,P-77063,Mascherano,Javier
4408,M-2006-57,WC-2006,yellow_card,88.0,0.0,second half,T-03,P-33570,Rodríguez,Maxi
4409,M-2006-57,WC-2006,yellow_card,94.0,0.0,"extra time, first half",T-31,P-24324,Odonkor,David
4410,M-2006-57,WC-2006,yellow_card,95.0,0.0,"extra time, first half",T-03,P-38198,Cruz,Julio
4411,M-2006-57,WC-2006,yellow_card,114.0,0.0,"extra time, second half",T-31,P-43481,Friedrich,Arne
4412,M-2006-57,WC-2006,red_card,120.0,0.0,"extra time, second half",T-03,P-16541,Cufré,Leandro
4413,M-2006-58,WC-2006,yellow_card,16.0,0.0,first half,T-81,P-18200,Sviderskyi,Vyacheslav
4414,M-2006-58,WC-2006,yellow_card,21.0,0.0,first half,T-81,P-98387,Kalynychenko,Maksym
4415,M-2006-58,WC-2006,yellow_card,67.0,0.0,second half,T-81,P-69073,Milevskyi,Artem
4416,M-2006-59,WC-2006,yellow_card,30.0,0.0,first half,T-28,P-71420,Terry,John
4417,M-2006-59,WC-2006,yellow_card,44.0,0.0,first half,T-58,P-92307,Petit,not applicable
4418,M-2006-59,WC-2006,red_card,62.0,0.0,second half,T-28,P-99967,Rooney,Wayne
4419,M-2006-59,WC-2006,yellow_card,107.0,0.0,"extra time, second half",T-28,P-61216,Hargreaves,Owen
4420,M-2006-59,WC-2006,yellow_card,111.0,0.0,"extra time, second half",T-58,P-37760,Carvalho,Ricardo
4421,M-2006-60,WC-2006,yellow_card,25.0,0.0,first half,T-09,P-91718,Cafu,not applicable
4422,M-2006-60,WC-2006,yellow_card,45.0,0.0,first half,T-09,P-98607,Juan,not applicable
4423,M-2006-60,WC-2006,yellow_card,45.0,2.0,"first half, stoppage time",T-09,P-62722,Ronaldo,not applicable
4424,M-2006-60,WC-2006,yellow_card,74.0,0.0,second half,T-30,P-23315,Sagnol,Willy
4425,M-2006-60,WC-2006,yellow_card,75.0,0.0,second half,T-09,P-42918,Lúcio,not applicable
4426,M-2006-60,WC-2006,yellow_card,87.0,0.0,second half,T-30,P-48944,Saha,Louis
4427,M-2006-60,WC-2006,yellow_card,88.0,0.0,second half,T-30,P-56947,Thuram,Lilian
4428,M-2006-61,WC-2006,yellow_card,40.0,0.0,first half,T-31,P-08154,Borowski,Tim
4429,M-2006-61,WC-2006,yellow_card,56.0,0.0,second half,T-31,P-04065,Metzelder,Christoph
4430,M-2006-61,WC-2006,yellow_card,90.0,0.0,second half,T-41,P-22378,Camoranesi,Mauro
4431,M-2006-62,WC-2006,yellow_card,83.0,0.0,second half,T-58,P-37760,Carvalho,Ricardo
4432,M-2006-62,WC-2006,yellow_card,87.0,0.0,second half,T-30,P-48944,Saha,Louis
4433,M-2006-63,WC-2006,yellow_card,7.0,0.0,first half,T-31,P-35264,Frings,Torsten
4434,M-2006-63,WC-2006,yellow_card,24.0,0.0,first half,T-58,P-55321,Costa,Ricardo
4435,M-2006-63,WC-2006,yellow_card,33.0,0.0,first half,T-58,P-80908,Costinha,not applicable
4436,M-2006-63,WC-2006,yellow_card,60.0,0.0,second half,T-58,P-16378,Ferreira,Paulo
4437,M-2006-63,WC-2006,yellow_card,78.0,0.0,second half,T-31,P-43400,Schweinsteiger,Bastian
4438,M-2006-64,WC-2006,yellow_card,5.0,0.0,first half,T-41,P-42227,Zambrotta,Gianluca
4439,M-2006-64,WC-2006,yellow_card,12.0,0.0,first half,T-30,P-23315,Sagnol,Willy
4440,M-2006-64,WC-2006,yellow_card,76.0,0.0,second half,T-30,P-58415,Diarra,Alou
4441,M-2006-64,WC-2006,red_card,110.0,0.0,"extra time, second half",T-30,P-56430,Zidane,Zinedine
4442,M-2006-64,WC-2006,yellow_card,111.0,0.0,"extra time, second half",T-30,P-18830,Malouda,Florent
4443,M-2010-01,WC-2010,yellow_card,18.0,0.0,first half,T-46,P-85916,Juárez,Efraín
4444,M-2010-01,WC-2010,yellow_card,27.0,0.0,first half,T-70,P-92279,Dikgacoi,Kagisho
4445,M-2010-01,WC-2010,yellow_card,57.0,0.0,second half,T-46,P-89297,Torrado,Gerardo
4446,M-2010-01,WC-2010,yellow_card,70.0,0.0,second half,T-70,P-37930,Masilela,Tsepo
4447,M-2010-02,WC-2010,yellow_card,12.0,0.0,first half,T-30,P-72916,Evra,Patrice
4448,M-2010-02,WC-2010,yellow_card,19.0,0.0,first half,T-30,P-55659,Ribéry,Franck
4449,M-2010-02,WC-2010,yellow_card,59.0,0.0,second half,T-84,P-92649,Victorino,Mauricio
4450,M-2010-02,WC-2010,second_yellow_card,65.0,0.0,second half,T-84,P-36662,Lodeiro,Nicolás
4451,M-2010-02,WC-2010,yellow_card,68.0,0.0,second half,T-30,P-09884,Toulalan,Jérémy
4452,M-2010-02,WC-2010,yellow_card,90.0,3.0,"second half, stoppage time",T-84,P-89878,Lugano,Diego
4453,M-2010-03,WC-2010,yellow_card,56.0,0.0,second half,T-33,P-05210,Torosidis,Vasilis
4454,M-2010-04,WC-2010,yellow_card,41.0,0.0,first half,T-03,P-56859,Gutiérrez,Jonás
4455,M-2010-04,WC-2010,yellow_card,77.0,0.0,second half,T-50,P-98826,Haruna,Lukman
4456,M-2010-05,WC-2010,yellow_card,26.0,0.0,first half,T-28,P-95616,Milner,James
4457,M-2010-05,WC-2010,yellow_card,39.0,0.0,first half,T-83,P-77238,Cherundolo,Steve
4458,M-2010-05,WC-2010,yellow_card,47.0,0.0,second half,T-83,P-78640,DeMerit,Jay
4459,M-2010-05,WC-2010,yellow_card,60.0,0.0,second half,T-28,P-50944,Carragher,Jamie
4460,M-2010-05,WC-2010,yellow_card,61.0,0.0,second half,T-28,P-62157,Gerrard,Steven
4461,M-2010-05,WC-2010,yellow_card,74.0,0.0,second half,T-83,P-36179,Findley,Robbie
4462,M-2010-06,WC-2010,yellow_card,35.0,0.0,first half,T-69,P-06159,Radosavljević,Aleksandar
4463,M-2010-06,WC-2010,second_yellow_card,59.0,0.0,second half,T-01,P-22008,Ghezzal,Abdelkader
4464,M-2010-06,WC-2010,yellow_card,90.0,3.0,"second half, stoppage time",T-69,P-75452,Komac,Andrej
4465,M-2010-06,WC-2010,yellow_card,90.0,5.0,"second half, stoppage time",T-01,P-70560,Yebda,Hassan
4466,M-2010-07,WC-2010,yellow_card,19.0,0.0,first half,T-66,P-18094,Žigić,Nikola
4467,M-2010-07,WC-2010,yellow_card,26.0,0.0,first half,T-32,P-56448,Vorsah,Isaac
4468,M-2010-07,WC-2010,second_yellow_card,54.0,0.0,second half,T-66,P-32588,Luković,Aleksandar
4469,M-2010-07,WC-2010,yellow_card,83.0,0.0,second half,T-66,P-88851,Kuzmanović,Zdravko
4470,M-2010-07,WC-2010,yellow_card,89.0,0.0,second half,T-32,P-69641,Tagoe,Prince
4471,M-2010-08,WC-2010,yellow_card,12.0,0.0,first half,T-31,P-12818,Özil,Mesut
4472,M-2010-08,WC-2010,yellow_card,24.0,0.0,first half,T-04,P-66908,Moore,Craig
4473,M-2010-08,WC-2010,yellow_card,46.0,0.0,second half,T-04,P-91832,Neill,Lucas
4474,M-2010-08,WC-2010,red_card,56.0,0.0,second half,T-04,P-44926,Cahill,Tim
4475,M-2010-08,WC-2010,yellow_card,58.0,0.0,second half,T-04,P-70545,Valeri,Carl
4476,M-2010-08,WC-2010,yellow_card,90.0,2.0,"second half, stoppage time",T-31,P-10713,Cacau,not applicable
4477,M-2010-09,WC-2010,yellow_card,44.0,0.0,first half,T-48,P-53668,de Jong,Nigel
4478,M-2010-09,WC-2010,yellow_card,49.0,0.0,second half,T-48,P-99934,van Persie,Robin
4479,M-2010-09,WC-2010,yellow_card,63.0,0.0,second half,T-22,P-14988,Kjær,Simon
4480,M-2010-10,WC-2010,yellow_card,72.0,0.0,second half,T-11,P-93209,Nkoulou,Nicolas
4481,M-2010-10,WC-2010,yellow_card,90.0,1.0,"second half, stoppage time",T-44,P-00148,Abe,Yuki
4482,M-2010-11,WC-2010,yellow_card,62.0,0.0,second half,T-55,P-21823,Cáceres,Víctor
4483,M-2010-11,WC-2010,yellow_card,70.0,0.0,second half,T-41,P-22378,Camoranesi,Mauro
4484,M-2010-12,WC-2010,yellow_card,42.0,0.0,first half,T-49,P-10960,Lochhead,Tony
4485,M-2010-12,WC-2010,yellow_card,55.0,0.0,second half,T-68,P-37913,Štrba,Zdeno
4486,M-2010-12,WC-2010,yellow_card,90.0,3.0,"second half, stoppage time",T-49,P-57058,Reid,Winston
4487,M-2010-13,WC-2010,yellow_card,7.0,0.0,first half,T-42,P-48968,Zokora,Didier
4488,M-2010-13,WC-2010,yellow_card,21.0,0.0,first half,T-42,P-75763,Demel,Guy
4489,M-2010-13,WC-2010,yellow_card,21.0,0.0,first half,T-58,P-70442,Ronaldo,Cristiano
4490,M-2010-14,WC-2010,yellow_card,88.0,0.0,second half,T-09,P-86499,Ramires,not applicable
4491,M-2010-15,WC-2010,yellow_card,4.0,0.0,first half,T-13,P-41671,Carmona,Carlos
4492,M-2010-15,WC-2010,yellow_card,19.0,0.0,first half,T-13,P-96009,Fernández,Matías
4493,M-2010-15,WC-2010,yellow_card,33.0,0.0,first half,T-35,P-15185,Palacios,Wilson
4494,M-2010-16,WC-2010,yellow_card,30.0,0.0,first half,T-75,P-49127,Grichting,Stéphane
4495,M-2010-16,WC-2010,yellow_card,73.0,0.0,second half,T-75,P-09704,Ziegler,Reto
4496,M-2010-16,WC-2010,yellow_card,90.0,1.0,"second half, stoppage time",T-75,P-46325,Benaglio,Diego
4497,M-2010-16,WC-2010,yellow_card,90.0,4.0,"second half, stoppage time",T-75,P-59636,Yakin,Hakan
4498,M-2010-17,WC-2010,yellow_card,6.0,0.0,first half,T-70,P-38095,Pienaar,Steven
4499,M-2010-17,WC-2010,yellow_card,42.0,0.0,first half,T-70,P-92279,Dikgacoi,Kagisho
4500,M-2010-17,WC-2010,red_card,76.0,0.0,second half,T-70,P-38574,Khune,Itumeleng
4501,M-2010-18,WC-2010,yellow_card,10.0,0.0,first half,T-71,P-32822,Yeom,Ki-hun
4502,M-2010-18,WC-2010,yellow_card,34.0,0.0,first half,T-71,P-40927,Lee,Chung-yong
4503,M-2010-18,WC-2010,yellow_card,54.0,0.0,second half,T-03,P-56859,Gutiérrez,Jonás
4504,M-2010-18,WC-2010,yellow_card,55.0,0.0,second half,T-03,P-77063,Mascherano,Javier
4505,M-2010-18,WC-2010,yellow_card,74.0,0.0,second half,T-03,P-64352,Heinze,Gabriel
4506,M-2010-19,WC-2010,yellow_card,15.0,0.0,first half,T-33,P-11436,Papastathopoulos,Sokratis
4507,M-2010-19,WC-2010,red_card,33.0,0.0,first half,T-50,P-34118,Kaita,Sani
4508,M-2010-19,WC-2010,yellow_card,59.0,0.0,second half,T-33,P-10140,Tziolis,Alexandros
4509,M-2010-19,WC-2010,yellow_card,88.0,0.0,second half,T-33,P-58348,Samaras,Georgios
4510,M-2010-19,WC-2010,yellow_card,89.0,0.0,second half,T-50,P-62448,Obasi,Chinedu
4511,M-2010-20,WC-2010,yellow_card,4.0,0.0,first half,T-46,P-73255,Franco,Guillermo
4512,M-2010-20,WC-2010,yellow_card,45.0,1.0,"first half, stoppage time",T-30,P-09884,Toulalan,Jérémy
4513,M-2010-20,WC-2010,yellow_card,48.0,0.0,second half,T-46,P-85916,Juárez,Efraín
4514,M-2010-20,WC-2010,yellow_card,49.0,0.0,second half,T-46,P-21208,Moreno,Héctor
4515,M-2010-20,WC-2010,yellow_card,78.0,0.0,second half,T-30,P-04469,Abidal,Eric
4516,M-2010-20,WC-2010,yellow_card,82.0,0.0,second half,T-46,P-11191,Rodríguez,Francisco Javier
4517,M-2010-21,WC-2010,second_yellow_card,12.0,0.0,first half,T-31,P-27787,Klose,Miroslav
4518,M-2010-21,WC-2010,yellow_card,18.0,0.0,first half,T-66,P-95482,Ivanović,Branislav
4519,M-2010-21,WC-2010,yellow_card,19.0,0.0,first half,T-66,P-33059,Kolarov,Aleksandar
4520,M-2010-21,WC-2010,yellow_card,22.0,0.0,first half,T-31,P-13029,Khedira,Sami
4521,M-2010-21,WC-2010,yellow_card,32.0,0.0,first half,T-31,P-18599,Lahm,Philipp
4522,M-2010-21,WC-2010,yellow_card,57.0,0.0,second half,T-66,P-47415,Subotić,Neven
4523,M-2010-21,WC-2010,yellow_card,59.0,0.0,second half,T-66,P-68901,Vidić,Nemanja
4524,M-2010-21,WC-2010,yellow_card,73.0,0.0,second half,T-31,P-43400,Schweinsteiger,Bastian
4525,M-2010-22,WC-2010,yellow_card,35.0,0.0,first half,T-69,P-68662,Cesar,Boštjan
4526,M-2010-22,WC-2010,yellow_card,40.0,0.0,first half,T-83,P-36179,Findley,Robbie
4527,M-2010-22,WC-2010,yellow_card,69.0,0.0,second half,T-69,P-10829,Šuler,Marko
4528,M-2010-22,WC-2010,yellow_card,72.0,0.0,second half,T-69,P-91038,Kirm,Andraž
4529,M-2010-22,WC-2010,yellow_card,75.0,0.0,second half,T-69,P-65942,Jokić,Bojan
4530,M-2010-23,WC-2010,yellow_card,58.0,0.0,second half,T-28,P-50944,Carragher,Jamie
4531,M-2010-23,WC-2010,yellow_card,85.0,0.0,second half,T-01,P-23484,Lacen,Mehdi
4532,M-2010-24,WC-2010,yellow_card,36.0,0.0,first half,T-48,P-20084,van der Wiel,Gregory
4533,M-2010-25,WC-2010,red_card,24.0,0.0,first half,T-04,P-14290,Kewell,Harry
4534,M-2010-25,WC-2010,yellow_card,40.0,0.0,first half,T-32,P-56284,Addy,Lee
4535,M-2010-25,WC-2010,yellow_card,79.0,0.0,second half,T-32,P-93750,Mensah,Jonathan
4536,M-2010-25,WC-2010,yellow_card,84.0,0.0,second half,T-32,P-50270,Annan,Anthony
4537,M-2010-25,WC-2010,yellow_card,85.0,0.0,second half,T-04,P-66908,Moore,Craig
4538,M-2010-26,WC-2010,yellow_card,49.0,0.0,second half,T-11,P-68512,Bassong,Sébastien
4539,M-2010-26,WC-2010,yellow_card,75.0,0.0,second half,T-11,P-48783,Mbia,Stéphane
4540,M-2010-26,WC-2010,yellow_card,86.0,0.0,second half,T-22,P-00212,Sørensen,Thomas
4541,M-2010-26,WC-2010,yellow_card,87.0,0.0,second half,T-22,P-14988,Kjær,Simon
4542,M-2010-27,WC-2010,yellow_card,42.0,0.0,first half,T-68,P-88680,Ďurica,Ján
4543,M-2010-27,WC-2010,yellow_card,45.0,0.0,first half,T-55,P-18210,Vera,Enrique
4544,M-2010-27,WC-2010,yellow_card,47.0,0.0,second half,T-68,P-26852,Šesták,Stanislav
4545,M-2010-27,WC-2010,yellow_card,84.0,0.0,second half,T-68,P-57948,Weiss,Vladimír
4546,M-2010-27,WC-2010,yellow_card,84.0,0.0,second half,T-68,P-57948,Weiss,Vladimír
4547,M-2010-28,WC-2010,yellow_card,14.0,0.0,first half,T-49,P-20963,Fallon,Rory
4548,M-2010-28,WC-2010,yellow_card,28.0,0.0,first half,T-49,P-84524,Smith,Tommy
4549,M-2010-28,WC-2010,yellow_card,87.0,0.0,second half,T-49,P-81126,Nelsen,Ryan
4550,M-2010-29,WC-2010,yellow_card,31.0,0.0,first half,T-42,P-59702,Tiéné,Siaka
4551,M-2010-29,WC-2010,yellow_card,75.0,0.0,second half,T-42,P-98071,Kader Keïta,Abdul
4552,M-2010-29,WC-2010,second_yellow_card,85.0,0.0,second half,T-09,P-58388,Kaká,not applicable
4553,M-2010-29,WC-2010,yellow_card,86.0,0.0,second half,T-42,P-19801,Tioté,Cheick
4554,M-2010-30,WC-2010,yellow_card,32.0,0.0,first half,T-51,P-35746,Pak,Chol-jin
4555,M-2010-30,WC-2010,yellow_card,38.0,0.0,first half,T-58,P-47801,Mendes,Pedro
4556,M-2010-30,WC-2010,yellow_card,47.0,0.0,second half,T-51,P-57041,Hong,Yong-jo
4557,M-2010-30,WC-2010,yellow_card,70.0,0.0,second half,T-58,P-14428,Almeida,Hugo
4558,M-2010-31,WC-2010,yellow_card,2.0,0.0,first half,T-13,P-66477,Suazo,Humberto
4559,M-2010-31,WC-2010,yellow_card,18.0,0.0,first half,T-75,P-27813,Nkufo,Blaise
4560,M-2010-31,WC-2010,yellow_card,22.0,0.0,first half,T-13,P-41671,Carmona,Carlos
4561,M-2010-31,WC-2010,yellow_card,25.0,0.0,first half,T-13,P-23300,Ponce,Waldo
4562,M-2010-31,WC-2010,red_card,31.0,0.0,first half,T-75,P-54713,Behrami,Valon
4563,M-2010-31,WC-2010,yellow_card,48.0,0.0,second half,T-75,P-97143,Barnetta,Tranquillo
4564,M-2010-31,WC-2010,yellow_card,60.0,0.0,second half,T-13,P-96009,Fernández,Matías
4565,M-2010-31,WC-2010,yellow_card,60.0,0.0,second half,T-75,P-09596,Inler,Gökhan
4566,M-2010-31,WC-2010,yellow_card,61.0,0.0,second half,T-13,P-49014,Medel,Gary
4567,M-2010-31,WC-2010,yellow_card,90.0,2.0,"second half, stoppage time",T-13,P-65631,Valdivia,Jorge
4568,M-2010-32,WC-2010,yellow_card,8.0,0.0,first half,T-35,P-06476,Turcios,Danilo
4569,M-2010-32,WC-2010,yellow_card,38.0,0.0,first half,T-35,P-57482,Izaguirre,Emilio
4570,M-2010-33,WC-2010,red_card,25.0,0.0,first half,T-30,P-72795,Gourcuff,Yoann
4571,M-2010-33,WC-2010,yellow_card,71.0,0.0,second half,T-30,P-82555,Diaby,Abou
4572,M-2010-34,WC-2010,yellow_card,68.0,0.0,second half,T-84,P-95196,Fucile,Jorge
4573,M-2010-34,WC-2010,yellow_card,77.0,0.0,second half,T-46,P-36515,Hernández,Javier
4574,M-2010-34,WC-2010,yellow_card,86.0,0.0,second half,T-46,P-02461,Castro,Israel
4575,M-2010-35,WC-2010,yellow_card,30.0,0.0,first half,T-33,P-52378,Katsouranis,Kostas
4576,M-2010-35,WC-2010,yellow_card,76.0,0.0,second half,T-03,P-06108,Bolatti,Mario
4577,M-2010-36,WC-2010,yellow_card,31.0,0.0,first half,T-50,P-39249,Enyeama,Vincent
4578,M-2010-36,WC-2010,yellow_card,37.0,0.0,first half,T-50,P-62448,Obasi,Chinedu
4579,M-2010-36,WC-2010,yellow_card,42.0,0.0,first half,T-50,P-04333,Yussuf,Ayila
4580,M-2010-36,WC-2010,yellow_card,68.0,0.0,second half,T-71,P-51785,Kim,Nam-il
4581,M-2010-37,WC-2010,yellow_card,40.0,0.0,first half,T-69,P-65942,Jokić,Bojan
4582,M-2010-37,WC-2010,yellow_card,48.0,0.0,second half,T-28,P-43764,Johnson,Glen
4583,M-2010-37,WC-2010,yellow_card,79.0,0.0,second half,T-69,P-20008,Birsa,Valter
4584,M-2010-37,WC-2010,yellow_card,81.0,0.0,second half,T-69,P-21784,Dedić,Zlatko
4585,M-2010-38,WC-2010,yellow_card,12.0,0.0,first half,T-01,P-70560,Yebda,Hassan
4586,M-2010-38,WC-2010,yellow_card,62.0,0.0,second half,T-83,P-07475,Altidore,Jozy
4587,M-2010-38,WC-2010,second_yellow_card,76.0,0.0,second half,T-01,P-77742,Yahia,Antar
4588,M-2010-38,WC-2010,yellow_card,83.0,0.0,second half,T-01,P-23484,Lacen,Mehdi
4589,M-2010-38,WC-2010,yellow_card,90.0,0.0,second half,T-83,P-91976,Beasley,DaMarcus
4590,M-2010-39,WC-2010,yellow_card,18.0,0.0,first half,T-66,P-32588,Luković,Aleksandar
4591,M-2010-39,WC-2010,yellow_card,49.0,0.0,second half,T-04,P-69089,Beauchamp,Michael
4592,M-2010-39,WC-2010,yellow_card,50.0,0.0,second half,T-04,P-14862,Wilkshire,Luke
4593,M-2010-39,WC-2010,yellow_card,59.0,0.0,second half,T-66,P-71962,Ninković,Miloš
4594,M-2010-39,WC-2010,yellow_card,67.0,0.0,second half,T-04,P-83566,Emerton,Brett
4595,M-2010-40,WC-2010,yellow_card,40.0,0.0,first half,T-32,P-01945,Ayew,André
4596,M-2010-40,WC-2010,yellow_card,43.0,0.0,first half,T-31,P-28154,Müller,Thomas
4597,M-2010-41,WC-2010,yellow_card,10.0,0.0,first half,T-55,P-21823,Cáceres,Víctor
4598,M-2010-41,WC-2010,yellow_card,41.0,0.0,first half,T-55,P-34530,Santa Cruz,Roque
4599,M-2010-41,WC-2010,yellow_card,56.0,0.0,second half,T-49,P-81126,Nelsen,Ryan
4600,M-2010-42,WC-2010,yellow_card,16.0,0.0,first half,T-68,P-37913,Štrba,Zdeno
4601,M-2010-42,WC-2010,yellow_card,31.0,0.0,first half,T-41,P-88863,Cannavaro,Fabio
4602,M-2010-42,WC-2010,yellow_card,40.0,0.0,first half,T-68,P-14764,Vittek,Róbert
4603,M-2010-42,WC-2010,yellow_card,50.0,0.0,second half,T-68,P-55404,Pekarík,Peter
4604,M-2010-42,WC-2010,yellow_card,67.0,0.0,second half,T-41,P-92874,Chiellini,Giorgio
4605,M-2010-42,WC-2010,yellow_card,76.0,0.0,second half,T-41,P-47246,Pepe,Simone
4606,M-2010-42,WC-2010,yellow_card,82.0,0.0,second half,T-68,P-83904,Mucha,Ján
4607,M-2010-42,WC-2010,yellow_card,83.0,0.0,second half,T-41,P-01045,Quagliarella,Fabio
4608,M-2010-43,WC-2010,yellow_card,17.0,0.0,first half,T-48,P-33312,Kuyt,Dirk
4609,M-2010-43,WC-2010,yellow_card,25.0,0.0,first half,T-11,P-93209,Nkoulou,Nicolas
4610,M-2010-43,WC-2010,yellow_card,65.0,0.0,second half,T-48,P-68125,van der Vaart,Rafael
4611,M-2010-43,WC-2010,yellow_card,70.0,0.0,second half,T-48,P-21832,van Bronckhorst,Giovanni
4612,M-2010-43,WC-2010,yellow_card,81.0,0.0,second half,T-11,P-48783,Mbia,Stéphane
4613,M-2010-44,WC-2010,yellow_card,12.0,0.0,first half,T-44,P-61292,Endō,Yasuhito
4614,M-2010-44,WC-2010,yellow_card,26.0,0.0,first half,T-44,P-26303,Nagatomo,Yuto
4615,M-2010-44,WC-2010,yellow_card,29.0,0.0,first half,T-22,P-83625,Krøldrup,Per
4616,M-2010-44,WC-2010,yellow_card,48.0,0.0,second half,T-22,P-46718,Poulsen,Christian
4617,M-2010-44,WC-2010,yellow_card,66.0,0.0,second half,T-22,P-38862,Bendtner,Nicklas
4618,M-2010-46,WC-2010,yellow_card,15.0,0.0,first half,T-09,P-98528,Fabiano,Luís
4619,M-2010-46,WC-2010,yellow_card,25.0,0.0,first half,T-58,P-08069,Duda,not applicable
4620,M-2010-46,WC-2010,yellow_card,25.0,0.0,first half,T-09,P-98607,Juan,not applicable
4621,M-2010-46,WC-2010,yellow_card,31.0,0.0,first half,T-58,P-21434,Tiago,not applicable
4622,M-2010-46,WC-2010,yellow_card,40.0,0.0,first half,T-58,P-81972,Pepe,not applicable
4623,M-2010-46,WC-2010,yellow_card,43.0,0.0,first half,T-09,P-58840,Melo,Felipe
4624,M-2010-46,WC-2010,yellow_card,45.0,0.0,first half,T-58,P-92000,Coentrão,Fábio
4625,M-2010-47,WC-2010,yellow_card,15.0,0.0,first half,T-13,P-49014,Medel,Gary
4626,M-2010-47,WC-2010,yellow_card,19.0,0.0,first half,T-13,P-23300,Ponce,Waldo
4627,M-2010-47,WC-2010,second_yellow_card,21.0,0.0,first half,T-13,P-08305,Estrada,Marco
4628,M-2010-48,WC-2010,yellow_card,4.0,0.0,first half,T-35,P-45221,Thomas,Hendry
4629,M-2010-48,WC-2010,yellow_card,34.0,0.0,first half,T-75,P-77553,Fernandes,Gélson
4630,M-2010-48,WC-2010,yellow_card,58.0,0.0,second half,T-35,P-54804,Suazo,David
4631,M-2010-48,WC-2010,yellow_card,64.0,0.0,second half,T-35,P-53363,Chávez,Osman
4632,M-2010-48,WC-2010,yellow_card,89.0,0.0,second half,T-35,P-15185,Palacios,Wilson
4633,M-2010-49,WC-2010,yellow_card,38.0,0.0,first half,T-71,P-47942,Kim,Jung-woo
4634,M-2010-49,WC-2010,yellow_card,69.0,0.0,second half,T-71,P-39884,Cha,Du-ri
4635,M-2010-49,WC-2010,yellow_card,83.0,0.0,second half,T-71,P-16580,Cho,Yong-hyung
4636,M-2010-50,WC-2010,yellow_card,7.0,0.0,first half,T-83,P-64198,Clark,Ricardo
4637,M-2010-50,WC-2010,yellow_card,18.0,0.0,first half,T-83,P-77238,Cherundolo,Steve
4638,M-2010-50,WC-2010,yellow_card,61.0,0.0,second half,T-32,P-93750,Mensah,Jonathan
4639,M-2010-50,WC-2010,yellow_card,68.0,0.0,second half,T-83,P-12548,Bocanegra,Carlos
4640,M-2010-50,WC-2010,yellow_card,90.0,2.0,"second half, stoppage time",T-32,P-01945,Ayew,André
4641,M-2010-51,WC-2010,yellow_card,47.0,0.0,second half,T-31,P-43481,Friedrich,Arne
4642,M-2010-51,WC-2010,yellow_card,81.0,0.0,second half,T-28,P-43764,Johnson,Glen
4643,M-2010-52,WC-2010,yellow_card,28.0,0.0,first half,T-46,P-44763,Márquez,Rafael
4644,M-2010-53,WC-2010,yellow_card,31.0,0.0,first half,T-48,P-23705,Robben,Arjen
4645,M-2010-53,WC-2010,yellow_card,40.0,0.0,first half,T-68,P-18379,Kucka,Juraj
4646,M-2010-53,WC-2010,yellow_card,72.0,0.0,second half,T-68,P-40368,Kopúnek,Kamil
4647,M-2010-53,WC-2010,yellow_card,84.0,0.0,second half,T-68,P-57606,Škrtel,Martin
4648,M-2010-53,WC-2010,yellow_card,90.0,3.0,"second half, stoppage time",T-48,P-36850,Stekelenburg,Maarten
4649,M-2010-54,WC-2010,yellow_card,30.0,0.0,first half,T-09,P-58388,Kaká,not applicable
4650,M-2010-54,WC-2010,yellow_card,47.0,0.0,second half,T-13,P-41001,Vidal,Arturo
4651,M-2010-54,WC-2010,yellow_card,68.0,0.0,second half,T-13,P-98593,Fuentes,Ismael
4652,M-2010-54,WC-2010,yellow_card,72.0,0.0,second half,T-09,P-86499,Ramires,not applicable
4653,M-2010-54,WC-2010,yellow_card,80.0,0.0,second half,T-13,P-39840,Millar,Rodrigo
4654,M-2010-55,WC-2010,yellow_card,58.0,0.0,second half,T-44,P-03497,Matsui,Daisuke
4655,M-2010-55,WC-2010,yellow_card,72.0,0.0,second half,T-44,P-26303,Nagatomo,Yuto
4656,M-2010-55,WC-2010,yellow_card,90.0,3.0,"second half, stoppage time",T-44,P-33175,Honda,Keisuke
4657,M-2010-55,WC-2010,yellow_card,113.0,0.0,"extra time, second half",T-44,P-61292,Endō,Yasuhito
4658,M-2010-55,WC-2010,yellow_card,118.0,0.0,"extra time, second half",T-55,P-78654,Riveros,Cristian
4659,M-2010-56,WC-2010,yellow_card,74.0,0.0,second half,T-73,P-73924,Alonso,Xabi
4660,M-2010-56,WC-2010,yellow_card,80.0,0.0,second half,T-58,P-21434,Tiago,not applicable
4661,M-2010-56,WC-2010,red_card,89.0,0.0,second half,T-58,P-55321,Costa,Ricardo
4662,M-2010-57,WC-2010,yellow_card,14.0,0.0,first half,T-48,P-28832,Heitinga,John
4663,M-2010-57,WC-2010,yellow_card,37.0,0.0,first half,T-09,P-86163,Bastos,Michel
4664,M-2010-57,WC-2010,yellow_card,47.0,0.0,second half,T-48,P-20084,van der Wiel,Gregory
4665,M-2010-57,WC-2010,yellow_card,64.0,0.0,second half,T-48,P-53668,de Jong,Nigel
4666,M-2010-57,WC-2010,red_card,73.0,0.0,second half,T-09,P-58840,Melo,Felipe
