event_id,match_id,tournament_id,event_type,minute_regulation,minute_stoppage,match_period,team_id,player_id,family_name,given_name
1,M-1930-01,WC-1930,goal,19.0,0.0,first half,T-30,P-05470,Laurent,Lucien
2,M-1930-01,WC-1930,goal,40.0,0.0,first half,T-30,P-99087,Langiller,Marcel
3,M-1930-01,WC-1930,goal,43.0,0.0,first half,T-30,P-60620,Maschinot,André
4,M-1930-01,WC-1930,goal,70.0,0.0,second half,T-46,P-94135,Carreño,Juan
5,M-1930-01,WC-1930,goal,87.0,0.0,second half,T-30,P-60620,Maschinot,André
6,M-1930-02,WC-1930,goal,23.0,0.0,first half,T-83,P-65185,McGhee,Bart
7,M-1930-02,WC-1930,goal,45.0,0.0,first half,T-83,P-37361,Florie,Tom
8,M-1930-02,WC-1930,goal,69.0,0.0,second half,T-83,P-71973,Patenaude,Bert
9,M-1930-03,WC-1930,goal,21.0,0.0,first half,T-87,P-43349,Tirnanić,Aleksandar
10,M-1930-03,WC-1930,goal,30.0,0.0,first half,T-87,P-43734,Bek,Ivan
11,M-1930-03,WC-1930,goal,62.0,0.0,second half,T-09,P-91171,Preguinho,not applicable
12,M-1930-04,WC-1930,goal,1.0,0.0,first half,T-61,P-91295,Deşu,Adalbert
13,M-1930-04,WC-1930,goal,75.0,0.0,second half,T-56,P-44010,Souza Ferreira,Luis
14,M-1930-04,WC-1930,goal,79.0,0.0,second half,T-61,P-18615,Stanciu,Constantin
15,M-1930-04,WC-1930,goal,89.0,0.0,second half,T-61,P-70294,Kovács,Miklós
16,M-1930-05,WC-1930,goal,81.0,0.0,second half,T-03,P-25760,Monti,Luis
17,M-1930-06,WC-1930,goal,3.0,0.0,first half,T-13,P-61338,Vidal,Carlos
18,M-1930-06,WC-1930,own_goal,52.0,0.0,second half,T-13,P-89481,Rosas,Manuel
19,M-1930-06,WC-1930,goal,65.0,0.0,second half,T-13,P-61338,Vidal,Carlos
20,M-1930-07,WC-1930,goal,60.0,0.0,second half,T-87,P-43734,Bek,Ivan
21,M-1930-07,WC-1930,goal,65.0,0.0,second half,T-87,P-75929,Marjanović,Blagoje
22,M-1930-07,WC-1930,goal,67.0,0.0,second half,T-87,P-43734,Bek,Ivan
23,M-1930-07,WC-1930,goal,85.0,0.0,second half,T-87,P-33565,Vujadinović,Đorđe
24,M-1930-08,WC-1930,goal,10.0,0.0,first half,T-83,P-71973,Patenaude,Bert
25,M-1930-08,WC-1930,goal,15.0,0.0,first half,T-83,P-71973,Patenaude,Bert
26,M-1930-08,WC-1930,goal,50.0,0.0,second half,T-83,P-71973,Patenaude,Bert
27,M-1930-09,WC-1930,goal,65.0,0.0,second half,T-84,P-54697,Castro,Héctor
28,M-1930-10,WC-1930,goal,67.0,0.0,second half,T-13,P-08459,Subiabre,Guillermo
29,M-1930-11,WC-1930,goal,8.0,0.0,first half,T-03,P-56486,Stábile,Guillermo
30,M-1930-11,WC-1930,goal,12.0,0.0,first half,T-03,P-76546,Zumelzú,Adolfo
31,M-1930-11,WC-1930,goal,17.0,0.0,first half,T-03,P-56486,Stábile,Guillermo
32,M-1930-11,WC-1930,penalty_goal,42.0,0.0,first half,T-46,P-89481,Rosas,Manuel
33,M-1930-11,WC-1930,goal,53.0,0.0,second half,T-03,P-37326,Varallo,Francisco
34,M-1930-11,WC-1930,goal,55.0,0.0,second half,T-03,P-76546,Zumelzú,Adolfo
35,M-1930-11,WC-1930,goal,65.0,0.0,second half,T-46,P-89481,Rosas,Manuel
36,M-1930-11,WC-1930,goal,75.0,0.0,second half,T-46,P-31066,Gayón,Roberto
37,M-1930-11,WC-1930,goal,80.0,0.0,second half,T-03,P-56486,Stábile,Guillermo
38,M-1930-12,WC-1930,goal,37.0,0.0,first half,T-09,P-83987,Moderato,not applicable
39,M-1930-12,WC-1930,goal,57.0,0.0,second half,T-09,P-91171,Preguinho,not applicable
40,M-1930-12,WC-1930,goal,73.0,0.0,second half,T-09,P-83987,Moderato,not applicable
41,M-1930-12,WC-1930,goal,83.0,0.0,second half,T-09,P-91171,Preguinho,not applicable
42,M-1930-13,WC-1930,goal,40.0,0.0,first half,T-55,P-06201,Vargas Peña,Luis
43,M-1930-14,WC-1930,goal,7.0,0.0,first half,T-84,P-38674,Dorado,Pablo
44,M-1930-14,WC-1930,goal,26.0,0.0,first half,T-84,P-44201,Scarone,Héctor
45,M-1930-14,WC-1930,goal,31.0,0.0,first half,T-84,P-57352,Anselmo,Peregrino
46,M-1930-14,WC-1930,goal,35.0,0.0,first half,T-84,P-18628,Cea,Pedro
47,M-1930-15,WC-1930,goal,12.0,0.0,first half,T-03,P-56486,Stábile,Guillermo
48,M-1930-15,WC-1930,goal,13.0,0.0,first half,T-03,P-56486,Stábile,Guillermo
49,M-1930-15,WC-1930,goal,15.0,0.0,first half,T-13,P-08459,Subiabre,Guillermo
50,M-1930-15,WC-1930,goal,51.0,0.0,second half,T-03,P-23897,Evaristo,Mario
51,M-1930-16,WC-1930,goal,20.0,0.0,first half,T-03,P-25760,Monti,Luis
52,M-1930-16,WC-1930,goal,56.0,0.0,second half,T-03,P-44916,Scopelli,Alejandro
53,M-1930-16,WC-1930,goal,69.0,0.0,second half,T-03,P-56486,Stábile,Guillermo
54,M-1930-16,WC-1930,goal,80.0,0.0,second half,T-03,P-70166,Peucelle,Carlos
55,M-1930-16,WC-1930,goal,85.0,0.0,second half,T-03,P-70166,Peucelle,Carlos
56,M-1930-16,WC-1930,goal,87.0,0.0,second half,T-03,P-56486,Stábile,Guillermo
57,M-1930-16,WC-1930,goal,89.0,0.0,second half,T-83,P-06424,Brown,Jim
58,M-1930-17,WC-1930,goal,4.0,0.0,first half,T-87,P-33565,Vujadinović,Đorđe
59,M-1930-17,WC-1930,goal,18.0,0.0,first half,T-84,P-18628,Cea,Pedro
60,M-1930-17,WC-1930,goal,20.0,0.0,first half,T-84,P-57352,Anselmo,Peregrino
61,M-1930-17,WC-1930,goal,31.0,0.0,first half,T-84,P-57352,Anselmo,Peregrino
62,M-1930-17,WC-1930,goal,61.0,0.0,second half,T-84,P-31959,Iriarte,Santos
63,M-1930-17,WC-1930,goal,67.0,0.0,second half,T-84,P-18628,Cea,Pedro
64,M-1930-17,WC-1930,goal,72.0,0.0,second half,T-84,P-18628,Cea,Pedro
65,M-1930-18,WC-1930,goal,12.0,0.0,first half,T-84,P-38674,Dorado,Pablo
66,M-1930-18,WC-1930,goal,20.0,0.0,first half,T-03,P-70166,Peucelle,Carlos
67,M-1930-18,WC-1930,goal,37.0,0.0,first half,T-03,P-56486,Stábile,Guillermo
68,M-1930-18,WC-1930,goal,57.0,0.0,second half,T-84,P-18628,Cea,Pedro
69,M-1930-18,WC-1930,goal,68.0,0.0,second half,T-84,P-31959,Iriarte,Santos
70,M-1930-18,WC-1930,goal,89.0,0.0,second half,T-84,P-54697,Castro,Héctor
71,M-1934-01,WC-1934,goal,18.0,0.0,first half,T-30,P-70804,Nicolas,Jean
72,M-1934-01,WC-1934,goal,44.0,0.0,first half,T-05,P-11865,Sindelar,Matthias
73,M-1934-01,WC-1934,goal,93.0,0.0,"extra time, first half",T-05,P-87474,Schall,Anton
74,M-1934-01,WC-1934,goal,109.0,0.0,"extra time, second half",T-05,P-51668,Bican,Josef
75,M-1934-01,WC-1934,penalty_goal,116.0,0.0,"extra time, second half",T-30,P-13166,Verriest,Georges
76,M-1934-02,WC-1934,goal,11.0,0.0,first half,T-61,P-55855,Dobay,Ștefan
77,M-1934-02,WC-1934,goal,50.0,0.0,second half,T-21,P-51219,Puč,Antonín
78,M-1934-02,WC-1934,goal,67.0,0.0,second half,T-21,P-60513,Nejedlý,Oldřich
79,M-1934-03,WC-1934,goal,25.0,0.0,first half,T-31,P-04241,Kobierski,Stanislaus
80,M-1934-03,WC-1934,goal,29.0,0.0,first half,T-06,P-85443,Voorhoof,Bernard
81,M-1934-03,WC-1934,goal,43.0,0.0,first half,T-06,P-85443,Voorhoof,Bernard
82,M-1934-03,WC-1934,goal,49.0,0.0,second half,T-31,P-53238,Siffling,Otto
83,M-1934-03,WC-1934,goal,66.0,0.0,second half,T-31,P-77348,Conen,Edmund
84,M-1934-03,WC-1934,goal,70.0,0.0,second half,T-31,P-77348,Conen,Edmund
85,M-1934-03,WC-1934,goal,87.0,0.0,second half,T-31,P-77348,Conen,Edmund
86,M-1934-04,WC-1934,goal,11.0,0.0,first half,T-36,P-42669,Teleki,Pál
87,M-1934-04,WC-1934,goal,31.0,0.0,first half,T-36,P-60977,Toldi,Géza
88,M-1934-04,WC-1934,goal,35.0,0.0,first half,T-26,P-28239,Fawzi,Abdulrahman
89,M-1934-04,WC-1934,goal,39.0,0.0,first half,T-26,P-28239,Fawzi,Abdulrahman
90,M-1934-04,WC-1934,goal,53.0,0.0,second half,T-36,P-11520,Vincze,Jenő
91,M-1934-04,WC-1934,goal,61.0,0.0,second half,T-36,P-60977,Toldi,Géza
92,M-1934-05,WC-1934,goal,18.0,0.0,first half,T-41,P-56703,Schiavio,Angelo
93,M-1934-05,WC-1934,goal,20.0,0.0,first half,T-41,P-03638,Orsi,Raimundo
94,M-1934-05,WC-1934,goal,29.0,0.0,first half,T-41,P-56703,Schiavio,Angelo
95,M-1934-05,WC-1934,goal,57.0,0.0,second half,T-83,P-75829,Donelli,Aldo
96,M-1934-05,WC-1934,goal,63.0,0.0,second half,T-41,P-39512,Ferrari,Giovanni
97,M-1934-05,WC-1934,goal,64.0,0.0,second half,T-41,P-56703,Schiavio,Angelo
98,M-1934-05,WC-1934,goal,69.0,0.0,second half,T-41,P-03638,Orsi,Raimundo
99,M-1934-05,WC-1934,goal,90.0,0.0,second half,T-41,P-34536,Meazza,Giuseppe
100,M-1934-06,WC-1934,penalty_goal,18.0,0.0,first half,T-73,P-64059,Iraragorri,José
101,M-1934-06,WC-1934,goal,25.0,0.0,first half,T-73,P-64059,Iraragorri,José
102,M-1934-06,WC-1934,goal,29.0,0.0,first half,T-73,P-69133,Lángara,Isidro
103,M-1934-06,WC-1934,goal,55.0,0.0,second half,T-09,P-09730,Leônidas,not applicable
104,M-1934-07,WC-1934,goal,4.0,0.0,first half,T-03,P-11019,Belis,Ernesto
105,M-1934-07,WC-1934,goal,9.0,0.0,first half,T-74,P-79374,Jonasson,Sven
106,M-1934-07,WC-1934,goal,48.0,0.0,second half,T-03,P-61839,Galateo,Alberto
107,M-1934-07,WC-1934,goal,67.0,0.0,second half,T-74,P-79374,Jonasson,Sven
108,M-1934-07,WC-1934,goal,79.0,0.0,second half,T-74,P-02091,Kroon,Knut
109,M-1934-08,WC-1934,goal,7.0,0.0,first half,T-75,P-88416,Kielholz,Leopold
110,M-1934-08,WC-1934,goal,29.0,0.0,first half,T-48,P-85884,Smit,Kick
111,M-1934-08,WC-1934,goal,43.0,0.0,first half,T-75,P-88416,Kielholz,Leopold
112,M-1934-08,WC-1934,goal,66.0,0.0,second half,T-75,P-85334,Abegglen,André
113,M-1934-08,WC-1934,goal,69.0,0.0,second half,T-48,P-55392,Vente,Leen
114,M-1934-09,WC-1934,goal,8.0,0.0,first half,T-05,P-51711,Horvath,Johann
115,M-1934-09,WC-1934,goal,51.0,0.0,second half,T-05,P-05719,Zischek,Karl
116,M-1934-09,WC-1934,penalty_goal,60.0,0.0,second half,T-36,P-89034,Sárosi,György
117,M-1934-10,WC-1934,goal,18.0,0.0,first half,T-75,P-88416,Kielholz,Leopold
118,M-1934-10,WC-1934,goal,24.0,0.0,first half,T-21,P-13470,Svoboda,František
119,M-1934-10,WC-1934,goal,49.0,0.0,second half,T-21,P-58983,Sobotka,Jiří
120,M-1934-10,WC-1934,goal,78.0,0.0,second half,T-75,P-58205,Jäggi,Willy
121,M-1934-10,WC-1934,goal,82.0,0.0,second half,T-21,P-60513,Nejedlý,Oldřich
122,M-1934-11,WC-1934,goal,60.0,0.0,second half,T-31,P-56231,Hohmann,Karl
123,M-1934-11,WC-1934,goal,63.0,0.0,second half,T-31,P-56231,Hohmann,Karl
124,M-1934-11,WC-1934,goal,82.0,0.0,second half,T-74,P-83366,Dunker,Gösta
125,M-1934-12,WC-1934,goal,30.0,0.0,first half,T-73,P-40752,Regueiro,Luis
126,M-1934-12,WC-1934,goal,44.0,0.0,first half,T-41,P-39512,Ferrari,Giovanni
127,M-1934-13,WC-1934,goal,11.0,0.0,first half,T-41,P-34536,Meazza,Giuseppe
128,M-1934-14,WC-1934,goal,21.0,0.0,first half,T-21,P-60513,Nejedlý,Oldřich
129,M-1934-14,WC-1934,goal,62.0,0.0,second half,T-31,P-30818,Noack,Rudolf
130,M-1934-14,WC-1934,goal,69.0,0.0,second half,T-21,P-60513,Nejedlý,Oldřich
131,M-1934-14,WC-1934,goal,80.0,0.0,second half,T-21,P-60513,Nejedlý,Oldřich
132,M-1934-15,WC-1934,goal,19.0,0.0,first half,T-41,P-03545,Guaita,Enrique
133,M-1934-16,WC-1934,goal,1.0,0.0,first half,T-31,P-38753,Lehner,Ernst
134,M-1934-16,WC-1934,goal,27.0,0.0,first half,T-31,P-77348,Conen,Edmund
135,M-1934-16,WC-1934,goal,28.0,0.0,first half,T-05,P-51711,Horvath,Johann
136,M-1934-16,WC-1934,goal,42.0,0.0,first half,T-31,P-38753,Lehner,Ernst
137,M-1934-16,WC-1934,goal,54.0,0.0,second half,T-05,P-05609,Sesta,Karl
138,M-1934-17,WC-1934,goal,71.0,0.0,second half,T-21,P-51219,Puč,Antonín
139,M-1934-17,WC-1934,goal,81.0,0.0,second half,T-41,P-03638,Orsi,Raimundo
140,M-1934-17,WC-1934,goal,95.0,0.0,"extra time, first half",T-41,P-56703,Schiavio,Angelo
141,M-1938-01,WC-1938,goal,29.0,0.0,first half,T-31,P-15763,Gauchel,Josef
142,M-1938-01,WC-1938,goal,43.0,0.0,first half,T-75,P-85334,Abegglen,André
143,M-1938-02,WC-1938,goal,35.0,0.0,first half,T-61,P-28958,Bindea,Silviu
144,M-1938-02,WC-1938,goal,44.0,0.0,first half,T-19,P-77922,Socorro,Héctor
145,M-1938-02,WC-1938,goal,69.0,0.0,second half,T-19,P-56223,Magriñá,José
146,M-1938-02,WC-1938,goal,88.0,0.0,second half,T-61,P-58656,Baratky,Iuliu
147,M-1938-02,WC-1938,goal,103.0,0.0,"extra time, first half",T-19,P-77922,Socorro,Héctor
148,M-1938-02,WC-1938,goal,105.0,0.0,"extra time, first half",T-61,P-55855,Dobay,Ștefan
149,M-1938-03,WC-1938,goal,1.0,0.0,first half,T-30,P-02281,Veinante,Émile
150,M-1938-03,WC-1938,goal,16.0,0.0,first half,T-30,P-70804,Nicolas,Jean
151,M-1938-03,WC-1938,goal,38.0,0.0,first half,T-06,P-03499,Isemborghs,Hendrik
152,M-1938-03,WC-1938,goal,69.0,0.0,second half,T-30,P-70804,Nicolas,Jean
153,M-1938-04,WC-1938,goal,13.0,0.0,first half,T-36,P-53740,Kohut,Vilmos
154,M-1938-04,WC-1938,goal,15.0,0.0,first half,T-36,P-60977,Toldi,Géza
155,M-1938-04,WC-1938,goal,28.0,0.0,first half,T-36,P-89034,Sárosi,György
156,M-1938-04,WC-1938,goal,35.0,0.0,first half,T-36,P-67652,Zsengellér,Gyula
157,M-1938-04,WC-1938,goal,76.0,0.0,second half,T-36,P-67652,Zsengellér,Gyula
158,M-1938-04,WC-1938,goal,89.0,0.0,second half,T-36,P-89034,Sárosi,György
159,M-1938-05,WC-1938,goal,2.0,0.0,first half,T-41,P-58640,Ferraris,Pietro
160,M-1938-05,WC-1938,goal,83.0,0.0,second half,T-53,P-07024,Brustad,Arne
161,M-1938-05,WC-1938,goal,94.0,0.0,"extra time, first half",T-41,P-65885,Piola,Silvio
162,M-1938-06,WC-1938,goal,18.0,0.0,first half,T-09,P-09730,Leônidas,not applicable
163,M-1938-06,WC-1938,penalty_goal,23.0,0.0,first half,T-57,P-72075,Scherfke,Fryderyk
164,M-1938-06,WC-1938,goal,25.0,0.0,first half,T-09,P-44339,Romeu,not applicable
165,M-1938-06,WC-1938,goal,44.0,0.0,first half,T-09,P-70927,Perácio,not applicable
166,M-1938-06,WC-1938,goal,53.0,0.0,second half,T-57,P-13828,Wilimowski,Ernst
167,M-1938-06,WC-1938,goal,59.0,0.0,second half,T-57,P-13828,Wilimowski,Ernst
168,M-1938-06,WC-1938,goal,71.0,0.0,second half,T-09,P-70927,Perácio,not applicable
169,M-1938-06,WC-1938,goal,89.0,0.0,second half,T-57,P-13828,Wilimowski,Ernst
170,M-1938-06,WC-1938,goal,93.0,0.0,"extra time, first half",T-09,P-09730,Leônidas,not applicable
171,M-1938-06,WC-1938,goal,104.0,0.0,"extra time, first half",T-09,P-09730,Leônidas,not applicable
172,M-1938-06,WC-1938,goal,118.0,0.0,"extra time, second half",T-57,P-13828,Wilimowski,Ernst
173,M-1938-07,WC-1938,goal,93.0,0.0,"extra time, first half",T-21,P-53978,Košťálek,Josef
174,M-1938-07,WC-1938,goal,111.0,0.0,"extra time, second half",T-21,P-27945,Zeman,Josef
175,M-1938-07,WC-1938,goal,118.0,0.0,"extra time, second half",T-21,P-60513,Nejedlý,Oldřich
176,M-1938-08,WC-1938,goal,35.0,0.0,first half,T-61,P-55855,Dobay,Ștefan
177,M-1938-08,WC-1938,goal,51.0,0.0,second half,T-19,P-77922,Socorro,Héctor
178,M-1938-08,WC-1938,goal,57.0,0.0,second half,T-19,P-77302,Fernández,Tomás
179,M-1938-09,WC-1938,goal,8.0,0.0,first half,T-31,P-53466,Hahnemann,Wilhelm
180,M-1938-09,WC-1938,own_goal,22.0,0.0,first half,T-31,P-42031,Lörtscher,Ernst
181,M-1938-09,WC-1938,goal,42.0,0.0,first half,T-75,P-81006,Walaschek,Eugen
182,M-1938-09,WC-1938,goal,64.0,0.0,second half,T-75,P-50918,Bickel,Alfred
183,M-1938-09,WC-1938,goal,75.0,0.0,second half,T-75,P-85334,Abegglen,André
184,M-1938-09,WC-1938,goal,78.0,0.0,second half,T-75,P-85334,Abegglen,André
185,M-1938-10,WC-1938,goal,30.0,0.0,first half,T-09,P-09730,Leônidas,not applicable
186,M-1938-10,WC-1938,penalty_goal,65.0,0.0,second half,T-21,P-60513,Nejedlý,Oldřich
187,M-1938-11,WC-1938,goal,40.0,0.0,first half,T-36,P-89034,Sárosi,György
188,M-1938-11,WC-1938,goal,89.0,0.0,second half,T-36,P-67652,Zsengellér,Gyula
189,M-1938-12,WC-1938,goal,9.0,0.0,first half,T-41,P-76066,Colaussi,Gino
190,M-1938-12,WC-1938,goal,10.0,0.0,first half,T-30,P-78235,Heisserer,Oscar
191,M-1938-12,WC-1938,goal,51.0,0.0,second half,T-41,P-65885,Piola,Silvio
192,M-1938-12,WC-1938,goal,72.0,0.0,second half,T-41,P-65885,Piola,Silvio
193,M-1938-13,WC-1938,goal,9.0,0.0,first half,T-74,P-38092,Andersson,Harry
194,M-1938-13,WC-1938,goal,22.0,0.0,first half,T-74,P-58852,Wetterström,Gustav
195,M-1938-13,WC-1938,goal,37.0,0.0,first half,T-74,P-58852,Wetterström,Gustav
196,M-1938-13,WC-1938,goal,44.0,0.0,first half,T-74,P-58852,Wetterström,Gustav
197,M-1938-13,WC-1938,goal,80.0,0.0,second half,T-74,P-94204,Keller,Tore
198,M-1938-13,WC-1938,goal,81.0,0.0,second half,T-74,P-38092,Andersson,Harry
199,M-1938-13,WC-1938,goal,84.0,0.0,second half,T-74,P-97601,Nyberg,Arne
200,M-1938-13,WC-1938,goal,89.0,0.0,second half,T-74,P-38092,Andersson,Harry
201,M-1938-14,WC-1938,goal,25.0,0.0,first half,T-21,P-64425,Kopecký,Vlastimil
202,M-1938-14,WC-1938,goal,57.0,0.0,second half,T-09,P-09730,Leônidas,not applicable
203,M-1938-14,WC-1938,goal,62.0,0.0,second half,T-09,P-81322,Roberto,not applicable
204,M-1938-15,WC-1938,goal,1.0,0.0,first half,T-74,P-97601,Nyberg,Arne
205,M-1938-15,WC-1938,own_goal,19.0,0.0,first half,T-36,P-90805,Jacobsson,Sven
206,M-1938-15,WC-1938,goal,37.0,0.0,first half,T-36,P-24305,Titkos,Pál
207,M-1938-15,WC-1938,goal,39.0,0.0,first half,T-36,P-67652,Zsengellér,Gyula
208,M-1938-15,WC-1938,goal,65.0,0.0,second half,T-36,P-89034,Sárosi,György
209,M-1938-15,WC-1938,goal,85.0,0.0,second half,T-36,P-67652,Zsengellér,Gyula
210,M-1938-16,WC-1938,goal,51.0,0.0,second half,T-41,P-76066,Colaussi,Gino
211,M-1938-16,WC-1938,penalty_goal,60.0,0.0,second half,T-41,P-34536,Meazza,Giuseppe
212,M-1938-16,WC-1938,goal,87.0,0.0,second half,T-09,P-44339,Romeu,not applicable
213,M-1938-17,WC-1938,goal,28.0,0.0,first half,T-74,P-79374,Jonasson,Sven
214,M-1938-17,WC-1938,goal,38.0,0.0,first half,T-74,P-97601,Nyberg,Arne
215,M-1938-17,WC-1938,goal,44.0,0.0,first half,T-09,P-44339,Romeu,not applicable
216,M-1938-17,WC-1938,goal,63.0,0.0,second half,T-09,P-09730,Leônidas,not applicable
217,M-1938-17,WC-1938,goal,74.0,0.0,second half,T-09,P-09730,Leônidas,not applicable
218,M-1938-17,WC-1938,goal,80.0,0.0,second half,T-09,P-70927,Perácio,not applicable
219,M-1938-18,WC-1938,goal,6.0,0.0,first half,T-41,P-76066,Colaussi,Gino
220,M-1938-18,WC-1938,goal,8.0,0.0,first half,T-36,P-24305,Titkos,Pál
221,M-1938-18,WC-1938,goal,16.0,0.0,first half,T-41,P-65885,Piola,Silvio
222,M-1938-18,WC-1938,goal,35.0,0.0,first half,T-41,P-76066,Colaussi,Gino
223,M-1938-18,WC-1938,goal,70.0,0.0,second half,T-36,P-89034,Sárosi,György
224,M-1938-18,WC-1938,goal,82.0,0.0,second half,T-41,P-65885,Piola,Silvio
225,M-1950-01,WC-1950,goal,30.0,0.0,first half,T-09,P-49381,Ademir,not applicable
226,M-1950-01,WC-1950,goal,65.0,0.0,second half,T-09,P-44754,Jair,not applicable
227,M-1950-01,WC-1950,goal,71.0,0.0,second half,T-09,P-17754,Baltazar,not applicable
228,M-1950-01,WC-1950,goal,79.0,0.0,second half,T-09,P-49381,Ademir,not applicable
229,M-1950-02,WC-1950,goal,59.0,0.0,second half,T-87,P-50931,Mitić,Rajko
230,M-1950-02,WC-1950,goal,70.0,0.0,second half,T-87,P-07620,Tomašević,Kosta
231,M-1950-02,WC-1950,goal,84.0,0.0,second half,T-87,P-87730,Ognjanov,Tihomir
232,M-1950-03,WC-1950,goal,39.0,0.0,first half,T-28,P-89453,Mortensen,Stan
233,M-1950-03,WC-1950,goal,51.0,0.0,second half,T-28,P-71516,Mannion,Wilf
234,M-1950-04,WC-1950,goal,17.0,0.0,first half,T-83,P-88982,Pariani,Gino
235,M-1950-04,WC-1950,goal,81.0,0.0,second half,T-73,P-24336,Igoa,Silvestre
236,M-1950-04,WC-1950,goal,83.0,0.0,second half,T-73,P-26928,Basora,Estanislau
237,M-1950-04,WC-1950,goal,89.0,0.0,second half,T-73,P-65220,Zarra,Telmo
238,M-1950-05,WC-1950,goal,7.0,0.0,first half,T-41,P-51460,Carapellese,Riccardo
239,M-1950-05,WC-1950,goal,25.0,0.0,first half,T-74,P-03089,Jeppson,Hasse
240,M-1950-05,WC-1950,goal,33.0,0.0,first half,T-74,P-91027,Andersson,Sune
241,M-1950-05,WC-1950,goal,68.0,0.0,second half,T-74,P-03089,Jeppson,Hasse
242,M-1950-05,WC-1950,goal,75.0,0.0,second half,T-41,P-49869,Muccinelli,Ermes
243,M-1950-06,WC-1950,goal,3.0,0.0,first half,T-09,P-83086,Alfredo,not applicable
244,M-1950-06,WC-1950,goal,17.0,0.0,first half,T-75,P-80623,Fatton,Jacques
245,M-1950-06,WC-1950,goal,32.0,0.0,first half,T-09,P-17754,Baltazar,not applicable
246,M-1950-06,WC-1950,goal,88.0,0.0,second half,T-75,P-80623,Fatton,Jacques
247,M-1950-07,WC-1950,goal,20.0,0.0,first half,T-87,P-83431,Bobek,Stjepan
248,M-1950-07,WC-1950,goal,23.0,0.0,first half,T-87,P-23914,Čajkovski,Željko
249,M-1950-07,WC-1950,goal,51.0,0.0,second half,T-87,P-23914,Čajkovski,Željko
250,M-1950-07,WC-1950,goal,81.0,0.0,second half,T-87,P-07620,Tomašević,Kosta
251,M-1950-07,WC-1950,penalty_goal,89.0,0.0,second half,T-46,P-36858,Ortiz,Héctor
252,M-1950-08,WC-1950,goal,17.0,0.0,first half,T-73,P-26928,Basora,Estanislau
253,M-1950-08,WC-1950,goal,30.0,0.0,first half,T-73,P-65220,Zarra,Telmo
254,M-1950-09,WC-1950,goal,38.0,0.0,first half,T-83,P-62622,Gaetjens,Joe
255,M-1950-10,WC-1950,goal,17.0,0.0,first half,T-74,P-87073,Sundqvist,Stig
256,M-1950-10,WC-1950,goal,26.0,0.0,first half,T-74,P-52190,Palmér,Karl-Erik
257,M-1950-10,WC-1950,goal,35.0,0.0,first half,T-55,P-31665,López,Atilio
258,M-1950-10,WC-1950,goal,74.0,0.0,second half,T-55,P-95911,Fretes,César López
259,M-1950-11,WC-1950,goal,4.0,0.0,first half,T-09,P-49381,Ademir,not applicable
260,M-1950-11,WC-1950,goal,69.0,0.0,second half,T-09,P-73743,Zizinho,not applicable
261,M-1950-12,WC-1950,goal,16.0,0.0,first half,T-13,P-14657,Robledo,George
262,M-1950-12,WC-1950,goal,32.0,0.0,first half,T-13,P-86320,Cremaschi,Atilio
263,M-1950-12,WC-1950,goal,47.0,0.0,second half,T-83,P-37569,Wallace,Frank
264,M-1950-12,WC-1950,penalty_goal,48.0,0.0,second half,T-83,P-59276,Maca,Joe
265,M-1950-12,WC-1950,goal,54.0,0.0,second half,T-13,P-56453,Prieto,Andrés
266,M-1950-12,WC-1950,goal,60.0,0.0,second half,T-13,P-86320,Cremaschi,Atilio
267,M-1950-12,WC-1950,goal,82.0,0.0,second half,T-13,P-92243,Riera,Fernando
268,M-1950-13,WC-1950,goal,48.0,0.0,second half,T-73,P-65220,Zarra,Telmo
269,M-1950-14,WC-1950,goal,12.0,0.0,first half,T-41,P-51460,Carapellese,Riccardo
270,M-1950-14,WC-1950,goal,62.0,0.0,second half,T-41,P-00152,Pandolfini,Egisto
271,M-1950-15,WC-1950,goal,14.0,0.0,first half,T-84,P-18523,Míguez,Oscar
272,M-1950-15,WC-1950,goal,18.0,0.0,first half,T-84,P-36239,Vidal,Ernesto
273,M-1950-15,WC-1950,goal,23.0,0.0,first half,T-84,P-38873,Schiaffino,Juan Alberto
274,M-1950-15,WC-1950,goal,40.0,0.0,first half,T-84,P-18523,Míguez,Oscar
275,M-1950-15,WC-1950,goal,51.0,0.0,second half,T-84,P-18523,Míguez,Oscar
276,M-1950-15,WC-1950,goal,54.0,0.0,second half,T-84,P-38873,Schiaffino,Juan Alberto
277,M-1950-15,WC-1950,goal,83.0,0.0,second half,T-84,P-84660,Pérez,Julio
278,M-1950-15,WC-1950,goal,87.0,0.0,second half,T-84,P-16302,Ghiggia,Alcides
279,M-1950-16,WC-1950,goal,10.0,0.0,first half,T-75,P-69750,Bader,René
280,M-1950-16,WC-1950,goal,44.0,0.0,first half,T-75,P-98547,Antenen,Charles
281,M-1950-16,WC-1950,goal,89.0,0.0,second half,T-46,P-22131,Casarín,Horacio
282,M-1950-17,WC-1950,goal,17.0,0.0,first half,T-09,P-49381,Ademir,not applicable
283,M-1950-17,WC-1950,goal,36.0,0.0,first half,T-09,P-49381,Ademir,not applicable
284,M-1950-17,WC-1950,goal,39.0,0.0,first half,T-09,P-22428,Chico,not applicable
285,M-1950-17,WC-1950,goal,52.0,0.0,second half,T-09,P-49381,Ademir,not applicable
286,M-1950-17,WC-1950,goal,58.0,0.0,second half,T-09,P-49381,Ademir,not applicable
